Title,Date,Link,Authors,Affiliations
Visual Question Answering Models for Zero-Shot Pedestrian Attribute Recognition: A Comparative Study,"28 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02985-0,"Modesto Castrillón-Santana, Elena Sánchez-Nielsen, David Freire-Obregón, Oliverio J. Santana, Daniel Hernández-Sosa, Javier Lorenzo-Navarro","SIANI, Universidad de Las Palmas de Gran Canaria, 35017, Las Palmas de Gran Canaria, Spain, Universidad de La Laguna, 38200, San Cristóbal de La Laguna, Spain"
Intrusion Detection Using Dynamic Feature Selection: An Adaptive Bacterial Foraging Method,"26 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02975-2,"R. Rajeshwari, M. P. Anuradha","Department of Computer Applications, Bishop Heber College, Affiliated to Bharathidasan University, Tiruchirappalli, Tamilnadu, India, Department of Computer Science, Bishop Heber College, Affiliated to Bharathidasan University, Tiruchirappalli, Tamilnadu, India"
Self-Provisioning Infrastructures for the Next Generation Serverless Computing,"26 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03022-w,Stefan Nastic,"Distributed Systems Group, TU Wien, Argentinierstraße 8, 1040, Vienna, Austria"
Predicting Liver Disorders Using an Extreme Learning Machine,"26 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03016-8,"G. Raja, K. Reka, Pandiyanathan Murugesan, S. Meenakshi Sundaram","Department of CSE, Koneru Lakshmaiah Education Foundation, Vaddeswaram, AP, India, Department of Computer Science, Cauvery College for Women (Autonomous), Trichy, India, Department of AI & DS, Nitte Meenakshi Institute of Technology, Bengaluru, India"
Integrated Dataset-Preparation System for ML-Based Medical Image Diagnosis with High Clinical Applicability in Various Modalities and Diagnoses,"26 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03025-7,"My N. Nguyen, Kotori Harada, Takahiro Yoshimoto, Nam Phong Duong, Yoshihiro Sowa, Koji Sakai, Masayuki Fukuzawa","Graduate School of Science and Technology, Kyoto Institute of Technology, Matsugasaki, Sakyo-ku, Kyoto, 606-8585, Japan, College of Information and Communication Technology, Can Tho University, 3-2 Street, Ninh Kieu District, Can Tho, Vietnam, Department of Plastic Surgery, Jichi Medical University, Yakushiji, Shimotsuke-shi, Tochigi, 329-0498, Japan, Graduate School of Medical Science, Kyoto Prefectural University of Medicine, Kajii-cho, Kawaramachi Hirokoji, Kamigyo-ku, Kyoto, 602-8566, Japan"
Prediction in Autism by Partial Differential Diffusion and Frobenius Convolutional Light Gated Recurrent in Toddlers,"26 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02997-w,"S. Sreevidya, Lipsa Nayak","Vels Institute of Science Technology and Advanced Studies, Chennai, Tamilnadu, India"
An Ensemble Model for Combining Deep Matrix Factorization and Image-Based Recommendation Systems,"26 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02978-z,"Le Huynh Quoc Bao, Huynh Huu Bao Khoa, Nguyen Thai-Nghe","Can Tho University, Can Tho city, Vietnam"
Improving Code Smell Detection by Reducing Dimensionality Using Ensemble Feature Selection and Machine Learning,"25 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03013-x,"Abhishilpa Nandini, Randeep Singh, Amit Rathee","Department of Computer Science & Engineering, IEC University, Solan, India, Department of Computer Science, GC Barota, Sonipat, Haryana, India"
Student Opinion Mining About Instructor Using Optimized Ensemble Machine Learning Model and Feature Fusion,"25 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03032-8,"Ravinder Ahuja, S. C. Sharma","IIT Roorkee, Roorkee, India"
Reduction Through Homogeneous Clustering: Variations for Categorical Data and Fast Data Reduction,"25 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03007-9,"Stefanos Ougiaroglou, Nikolaos Papadimitriou, Georgios Evangelidis","Department of Information and Electronic Engineering, International Hellenic University, Sindos, 57400, Thessaloniki, Greece, Department of Business Administration, University of Macedonia, 156 Egnatia Str, 54636, Thessaloniki, Greece, Department of Applied Informatics, University of Macedonia, 156 Egnatia Str, 54636, Thessaloniki, Greece"
Co-expression and Data Fusion Analysis of Omics Data for Liver Related Metabolic Diseases,"25 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03023-9,"P. Shobha, N. Nalini","Department of Computer Science and Engineering, Nitte Meenakshi Institute of Technology (Affiliated to Visvesvaraya Technological University - Belagavi), Bengaluru, 560064, Karnataka, India"
Single Modality and Joint Fusion for Emotion Recognition on RAVDESS Dataset,"25 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03020-y,"Syrine Haddad, Olfa Daassi, Safya Belghith","Laboratory of Robotics, Informatics and Complex Systems (RISC Lab-LR16ES07), Tunis, Tunisia, National Engineering School of Tunis, University of Tunis El manar, Tunis, 1002, Tunisia, National Engineering School of Carthage, University of Carthage, Carthage, 2035, Tunisia"
Facilitated Collaborative Group Co-Design of Hypothetical Digital Tools to Understand University Students’ Well-being Support Needs and Requirements,"25 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03014-w,"Gráinne Bannigan, Denise McGrath, James Matthews, Ciara Duignan","School of Public Health, Physiotherapy & Sports Science, University College Dublin, Dublin, Ireland, Insight SFI Research Centre for Data Analytics, University College Dublin, Dublin, Ireland"
A Robust Modified Character Segmentation Approach for the Handwritten Archaic Modi Documents,"25 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03003-z,"Manisha S. Deshmukh, Satish R. Kolhe","School of Computer Sciences, Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon, 425001, Maharashtra, India"
Novel Content Based Image Retrieval—Features of Correlated Visual Textons and MQLPP Descriptor,"24 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03009-7,"J. Anto Germin Sweeta, B. Sivagami","Department of Computer Science & Research Centre, S.T. Hindu College (Affiliated to Manonmaniam Sundaranar University, Tirunelveli), Kottar, Nagercoil, 629002, Tamil Nadu, India, Department of Computer Science & Applications, S.T. Hindu College (Affiliated to Manonmaniam Sundaranar University, Tirunelveli), Kottar, Nagercoil, 629002, Tamil Nadu, India"
Enhancing Intrusion Detection Systems with Reinforcement Learning: A Comprehensive Survey of RL-based Approaches and Techniques,"21 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03001-1,"Faten Louati, Farah Barika Ktata, Ikram Amous","FSEG Sfax, University of Sfax, Sfax, Tunisia, MIRACL Laboratory, Sfax, Tunisia, ISSATSo, University of Sousse, Sousse, Tunisia, Enet’com, University of Sfax, Sfax, Tunisia"
How to Improve Neural Network Training Using Evolutionary Algorithms,"20 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02972-5,"Pedro Carvalho, Nuno Lourenço, Penousal Machado","Department of Informatics Engineering, CISUC, Pólo II-Pinhal de Marrocos, 3030-290, Coimbra, Portugal"
Enhancing Breast Cancer Detection with Advanced Deep Learning Techniques for Ki-67 Nuclear Protein Analysis,"20 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03004-y,"Thuong-Cang Phan, Hoa Nguyen Huu","College of Information and Communication Technology, Can Tho University, 3/2 Street, Can Tho City, 900000, Vietnam"
Effective COVID-19 disease identification using correlation coefficient absolute feature selection and logistic boosting neural network algorithm,"20 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02941-y,"M. Prem Kumar, H. Ravi Shankar, K. R. Deepa, H. S. Raghavendra, Truptha Shankar","Willron Electronics, Bangalore, Karnataka, India, School of Computing and Information Technology, REVA University, Bangalore, Karnataka, India, School of Electrical and Electronics Engineering, REVA University, Bangalore, Karnataka, India, Dayananda Sagar University, Bengaluru, Karnataka, India"
An ECG Based CNN Model for Detection of Different Classes of Arrhythmia,"18 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02951-w,"Unnati Mishra, Prakhar Golchha, J. John Rozario Jegaraj, Omkar Ashok Banne","Department of Computer Science and Engineering, Government Engineering College Raipur, Raipur, Chhattisgarh, 492001, India, Defence Reserach and Development Laboratory, Hyderabad, Telangana, 500001, India, Advanced Manufacturing Technology Development Centre, IIT Madras, Chennai, Tamil Nadu, 600001, India"
PALLA: Palpation Suit for Breast Cancer Examination,"18 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03002-0,"Wasana Siwilai, Chaiyanont Malaithong, Thanabat Raksanawes, Araya Sookhom, Kanisorn Rasrichai, Chutisant Kerdvibulvech","Graduate School of Communication Arts and Management Innovation, National Institute of Development Administration (NIDA), Bangkapi District, 148 Seri Thai Rd, Klong Chan, Bangkok, 10240, Thailand"
Product Length Predictions with Machine Learning: An Integrated Approach Using Extreme Gradient Boosting,"18 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02999-8,"Abhishek Thakur, Ankit Kumar, Sudhansu Kumar Mishra, Subhendu Kumar Behera, Jagannath Sethi, Sitanshu Sekhar Sahu, Subrat Kumar Swain","Department of Electrical and Electronics Engineering, Birla Institute of Technology Mesra, Ranchi, 835215, India, Department of Electronics and Telecommunication Engineering, DRIEMS Autonomous Engineering College, Tangi, Cuttack, Odisha, 754022, India, Department of Electronics and Instrumentation Engineering, Odisha University of Technology and Research, Techno Campus, Ghatikia, Bhubaneswar, Odisha, 751029, India, Department of Electronics and Communication Engineering, Birla Institute of Technology Mesra, Ranchi, 835215, Jharkhand, India"
Fog-Assisted Blockchain-IoMT Healthcare Framework with Role-Based Access Control for Critically Ill Patients,"18 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02987-y,"Soubhagya Ranjan Mallick, Rakesh Kumar Lenka, Pradyumna Kumar Tripathy, D. Chandrasekhar Rao, Suraj Sharma, Niranjan Kumar Ray","School of Technology, Woxsen University, Hyderabad, Telangana, 502345, India, Department of Computer Science, Central University, Koraput, Odisha, 764021, India, Computer Science and Engineering, Silicon University, Bhubaneswar, Odisha, 751024, India, Department of Computer Science and Engineering, Biju Patnaik University of Technology, Rourkela, Odisha, 769015, India, Computer Science and Engineering, Guru Ghasidas Vishwavidyalaya, Bilaspur, Chhattisgarh, 495009, India, School of Computer Science and Engineering, Kalinga Institute of Industrial Technology, Bhubaneswar, Odisha, 751024, India"
A New Joint Data Collection and Wireless Energy Transfer (SSDCWC) Strategy for Rechargeable Wireless Sensor Network,"18 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03000-2,"Pankaj Chandra, Santosh Soni","Department of Information Technology, Guru Ghasidas Vishwavidyalaya (Central University), Bilaspur, C.G., India"
MS-MixVPR: Multi-scale Feature Mixing Approach for Long-Term Place Recognition,"17 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03011-z,"Minh-Duc Quach, Duc-Minh Vo, Hoang-Anh Pham","Ho Chi Minh City University of Technology (HCMUT), Ho Chi Minh City, 72506, Vietnam, Vietnam National University Ho Chi Minh City (VNU-HCM), Ho Chi Minh City, 71408, Vietnam"
An Optimal Novel Approach for Dynamic Energy-Efficient Task Offloading in Mobile Edge-Cloud Computing Networks,"15 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02992-1,"Avijit Mondal, Pinaki Sankar Chatterjee, Niranjan K. Ray","School of Computer Engineering, KIIT University, Bhubaneswar, Odisha, India"
An Illustration of Extending Hedgehog to Multi-Node GPU Architectures Using GEMM,"15 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02917-y,"Nitish Shingde, Timothy Blattner, Alexandre Bardakoff, Walid Keyrouz, Martin Berzins","SCI Institute, University of Utah, 201 Presidents Circle, Salt Lake City, UT, 84112, USA, Kahlert School of Computing, University of Utah, 201 Presidents Circle, Salt Lake City, UT, 84112, USA, NIST, 100 Bureau Drive, Gaithersburg, MD, 20899, USA"
Empowering Educators: Automated Short Answer Grading with Inconsistency Check and Feedback Integration using Machine Learning,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02954-7,"P. Sree Lakshmi, J. B. Simha, Rajeev Ranjan","School of Computer Science and Applications, REVA University, Bangalore, Karnataka, India, RACE, REVA University, Bangalore, Karnataka, India"
GAN-Driven Liver Tumor Segmentation: Enhancing Accuracy in Biomedical Imaging,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02991-2,"Ankur Biswas, Santi P. Maity, Rita Banik, P. Bhattacharya, Jhunu Debbarma","Department of CSE, Tripura Institute of Technology, Narsingarh, Tripura, India, Department of IT, IIEST Shibpur, Howrah, W.B., India, Department of EE, ICFAI University Tripura, Kamalghat, Tripura, India, Department of Mathematics, National Institute of Technology, Agartala, Tripura, India"
Enhancing Drone Security Through Multi-Sensor Anomaly Detection and Machine Learning,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02983-2,Mohammed Y. Alzahrani,"Department of Information Technology, Faculty of Computer Science & Information Technology, AlBaha University, AlBaha, Saudi Arabia"
An Efficient Approach Based on Attention ConvMixer Model for Lung Segmentation,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02995-y,"Farah Oubelkas, Lahcen Moumoun, Abdellah Jamali","Mathematics, Computer Science and Engineering Sciences Laboratory (MISI), Faculty of Sciences and Techniques, Hassan 1st University, Settat, Morocco"
Hyperledger Fabric Networks for Corporate Remittance Payments in the Banking Sector Using Blockchain,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02974-3,"Ms Parveen Mor, Rajesh Kumar Tyagi, Deepak Kumar Verma","Department of Computer Science, Engineering, Amity University, Gurugram, Haryana, India, Department of Computer Engineering, Marwadi University, Rajkot, Gujarat, India"
Segmented Fractal and Central Symmetric LBP Based Texture Features for the Detection of Diabetic Retinopathy Using SVM,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02996-x,"Imtiyaz Ahmad, Vibhav Prakash Singh, Manoj Madhava Gore","Department of CSE, MNNIT Allahabad, Prayagraj, UP, 211004, India"
Executing Ad-Hoc Queries on Large Geospatial Data Sets Without Acceleration Structures,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02986-z,"Pascal Bormann, Michel Krämer, Hendrik M. Würz, Patrick Göhringer","Fraunhofer Institute for Computer Graphics Research IGD, 64283, Darmstadt, Germany, Technical University of Darmstadt, 64289, Darmstadt, Germany"
Accelerating Graph Analytics Using Attention-Based Data Prefetcher,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02989-w,"Pengmiao Zhang, Rajgopal Kannan, Anant V. Nori, Viktor K. Prasanna","University of Southern California, Los Angeles, USA, DEVCOM Army Research Lab, Los Angeles, USA, Intel Labs, Bangalore, India"
A Concrete Syntax Transformation Approach for Software Language Processing,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02979-y,"Kevin Lano, Qiaomu Xue, Howard Haughton","Department of Informatics, King’s College London, London, UK, Holistic Risk Solutions Ltd, Croydon, UK"
Rasch Computing Analysis of Two Tier Concept Inventory to Assess Engineering Students’ Conceptual Knowledge,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02955-6,"Rashpinder Kaur, Archana Mantri, Prathiba Nagabhushan, Gurjinder Singh","Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India, Department of Psychology, St Mary MacKillop College, Busselton, ACT, Australia"
EMaC: Dynamic VM Consolidation Framework for Energy-Efficiency and Multi-metric SLA Compliance in Cloud Data Centers,"13 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02982-3,Vikas Mongia,"Computer Science and Applications Department, Guru Nanak College, Moga, Punjab, 142001, India"
Hybrid Deep Learning Model for Paediatric Cardiac Anomaly Detection and Classification,"11 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02990-3,"Ann Nita Netto, Lizy Abraham, Saji Philip","Department of Electronics and Communication Engineering, LBS Institute of Technology for Women, APJ Abdul Kalam Technological University, Kerala, India, Department of Cardiology, Thiruvalla Medical Mission Hospital, Kerala, India"
Flexible Colon Polyp Detection: A Dual Mode Approach for Detection and Segmentation of Colon Polyps with Optional Inpainting for Specular Highlight Mitigation,"11 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02932-z,"Geetha Sushama, Gopakumar Chandrasekhara Menon","Department of Computer Science and Engineering, College of Engineering Chengannur, Alappuzha, Kerala, India, Department of Electronics and Communication Engineering, College of Engineering Karunagappally, Kollam, Kerala, India, APJ Abdul Kalam Technological University, Thiruvananthapuram, Kerala, India"
"Atlas of Science Collaboration, 1971–2020","11 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02973-4,Keisuke Okamura,"SciREX Center, National Graduate Institute for Policy Studies (GRIPS), 7-22-1 Roppongi, Minato-ku, Tokyo, 106-8677, Japan"
Challenges and Issues in Implementing & Operationalising Big Data Analytics Capabilities in a major Australian Railway Organisation: A Case Study,"11 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02953-8,"Viken Kortian, Souvik Pal, Nejhdeh Ghevondian, Norma Harrison","School of Engineering, Macquarie University, Level 1, 50 Waterloo Road, Sydney, NSW, 2109, Australia, LyondellBasell Industries N.V., 3000, Rotterdam, P.O. Box 2416, South Holland, Netherlands, Microsoft, 1 Epping Road, North Ryde, NSW, 2113, Australia, Macquarie Business School, Department of Management, Macquarie University, Sydney, NSW, 2109, Australia"
A Hybrid CNN–LSTM Model for Transaction Fee Forecasting in Post EIP-1559 Ethereum,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02976-1,"Harshal Shridhar Kallurkar, B. R. Chandavarkar","Department of Computer Science and Engineering, National Institute of Technology Karnataka, Surathkal, Mangaluru, Karnataka, 575025, India"
A Novel Semi-Supervised Learning for Industrial Edge Computing Platforms in Quality Prediction,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02968-1,"Garima Nain, Kiran Kumar  Pattanaik, Gopal Krishan Sharma","Wireless Sensor Network Laboratory, Department of Information Technology, Atal Bihari Vajpayee Indian Institute of Information Technology and Management, Gwalior, 474015, India"
Docimological Quality Analysis of LLM-Generated Multiple Choice Questions in Computer Science and Medicine,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02963-6,"Christian Grévisse, Maria Angeliki S. Pavlou, Jochen G. Schneider","Department of Life Sciences and Medicine, University of Luxembourg, 6, avenue de la Fonte, 4364, Esch-sur-Alzette, Luxembourg, Luxembourg Centre for Systems Biomedicine, University of Luxembourg, 1, Boulevard du Jazz, 4370, Belvaux, Luxembourg"
Structural Invariant Feature Segmentation Based Apple Fruit Disease Detection Using Deep Spectral Generative Adversarial Networks,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02994-z,"V. Subha, K. Kasturi"," Department of Computer Science, School of Computing Sciences, Vels Institute of Science, Technology and Advanced Studies, Chennai, Tamilnadu, India"
Peasant Displacement and Food Sustainability: The Colombian Case,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02877-3,"Carolina Suárez-Roldan, Germán Méndez-Giraldo","Universidad Distrital Francisco José de Caldas, Bogotá, Colombia, Universidad Cooperativa de Colombia, Bogotá, Colombia"
A Generative AI-Based Assistant to Evaluate Short and Long Answer Questions,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02965-4,"Harsha R. Gaikwad, Arvind W. Kiwelekar","Department of Computer Engineering, Dr. Babasaheb Ambedkar Technological University, Lonere, MS, 402 103, India"
Methylation Data of Parents in the Prediction of a Preterm Birth: A Machine Learning Approach,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02901-6,"Pratheeba Jeyananthan, G. L. D. S. Piyasamara, D. C. Sachintha","Department of Computer Engineering, Faculty of Engineering, University of Jaffna, Kilinochchi, Sri Lanka"
Deep Heterogeneous AutoML Trend Prediction Model for Algorithmic Trading in the USD/COP Colombian FX Market Through Limit Order Book (LOB),"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02930-1,"Diego Leon, Javier Sandoval, Andrea Cruz, German Hernandez, Oscar Sierra","Department of Systems and Industrial Engineering, Universidad Nacional de Colombia, Bogota, DC, Colombia, Faculty of Finance, Government and International Relations, Universidad Externado de Colombia, Bogota, DC, Colombia"
An Efficient Model on AIoT Devices for Trash Classification Applications,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02988-x,"Ngoc-Sang Vo, Ngoc-Thanh-Xuan Nguyen, Gia-Phat Le, Lam-Tam-Nhu Nguyen, Hoang-Anh Pham","Ho Chi Minh City University of Technology (HCMUT), Ho Chi Minh City, 72506, Vietnam, Vietnam National University Ho Chi Minh City (VNU-HCM), Ho Chi Minh City, 71408, Vietnam"
Wideband Cavity-Based Antenna for WLAN Applications with Wide Coverage,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02984-1,"Akshata S. Kori, Sanjay Pujari","Department of Electronics and Telecommunication, Ramaiah Institute of Technology, Bangalore, India, VTU, Belgaum, India, Department of Electronics and Communication, KLE College of Engineering and Technology, Chikkodi, Belgaum, India"
MambaNet: A Hybrid Neural Network for Predicting the NBA Playoffs,"10 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02977-0,"Reza Khanmohammadi, Sari Saba-Sadiya, Sina Esfandiarpour, Tuka Alhanai, Mohammad Mahdi Ghassemi","Department of Computer Science, Michigan State University, East Lansing, USA, Middle East, InStat Sports Performance Analysis Company, Dublin, Ireland, Department of Computer Engineering, New York University Abu Dhabi, Abu Dhabi, UAE"
Medium-Term AQI Prediction in Selected Areas of Bangladesh Based on Bidirectional GRU Network Model,"08 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02971-6,"Ashis Kumar Mandal, Rikta Sen","Department of Computer Science and Engineering, Hajee Mohammad Danesh Science and Technoloy University, Dinajpur, Rangpur, 5200, Bangladesh, Department of Computer Science, University of Saskatchewan, Saskatoon, S7N5C9, SK, Canada, Graduate School of Software and Information Science, Iwate Prefectural University, Sugo, Takizawa, Iwate, 020-0693, Japan"
Experimental Evaluation of Fiducial Marker-Based Pose Estimation Algorithm,"07 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02993-0,Tri Nhut Do,"University of Information Technology, Linh Trung Ward, Thu Duc City, Ho Chi Minh City, 71308, Vietnam, Vietnam National University in Ho Chi Minh City, Linh Trung Ward, Thu Duc City, Ho Chi Minh City, 71308, Vietnam"
Diagnosis of COVID-19 CT Scans Using Convolutional Neural Networks,"07 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02878-2,"Victor Chang, Siddharth Mcwann, Karl Hall, Qianwen Ariel Xu, Meghana Ashok Ganatra","Department of Operations and Information Management, Aston Business School, Aston University, Birmingham, UK, School of Computing, Engineering and Digital Technologies, Teesside University, Middlesbrough, UK"
Image Generation from Hyper Scene Graph with Multiple Types of Trinomial Hyperedges,"07 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02791-8,"Ryosuke Miyake, Tetsu Matsukawa, Einoshin Suzuki","Graduate School and Faculty of Information Science and Electrical Engineering, Kyushu University, 744 Motooka, Nishi, Fukuoka, 819-0395, Japan"
First Impressions of the Sapphire Rapids Processor with HBM for Scientific Workloads,"07 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02958-3,"Eva Siegmann, Robert J. Harrison, David Carlson, Smeet Chheda, Anthony Curtis, Firat Coskun, Raul Gonzalez, Daniel Wood, Nikolay A. Simakov","Institute for Advanced Computational Science, Stony Brook University, Stony Brook, NY, 11794, USA, Center for Computational Research, SUNY University at Buffalo, Buffalo, NY, 14203, USA"
DARCVAA: A Deep Neural Networks Based Framework for Detecting Adverse Reactions of COVID-19 Vaccines and Association Analysis,"07 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02947-6,"Ngamwal Sinruwng,  Yogita, Vipin Pal, Anshul Verma","Department of Computer Science and Engineering, National Institute of Technology Meghalaya, Shillong, Meghalaya, 793003, India, Department of Computer Science and Engineering, National Institute of Technology Kurukshetra, Kurukshetra, Haryana, 136119, India, Department of Computer Science and Engineering, Netaji Subhas University of Technology, New Delhi, New Delhi, 110078, India, Department of Computer Science, Banaras Hindu University, Varanasi, UP, 221005, India"
Cross Classification Matrix to Evaluate the Performance of Machine Learning Algorithms in Predicting Students Performance of Developing Regions,"06 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02909-y,"Imam Dad, Jianfeng He, Waheed Noor, Abdul Samad, Ihsan Ullah, Samina Ara","Key Laboratory of Artificial Intelligence Yunnan, Kunming University of Science and Technology, Kunming, 650500, Yunnan, China, University of Balochistan, Quetta, Pakistan, Habib University Karachi, Karachi, Pakistan, Government Girls High School, Quetta, Pakistan"
Designing Technology-Based e-Learning for Adult Education in the Philippine Agriculture Sector: The PCAARRD Advanced Learning Management System Experience,"06 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02966-3,"Eriza C. Asilo, Jesselle S. Laranas, Fezoil Luz C. Decena","Institution Development Division, Philippine Council for Agriculture, Aquatic and Natural Resources Research and Development, Los Banos, Laguna, Philippines"
Correction: Alzheimer Disease Detection Using MRI: Deep Learning Review,"04 June 2024
",https://link.springer.com/article/10.1007/s42979-024-03012-y,"Pallavi Saikia, Sanjib Kumar Kalita","Department of Computer Science, Gauhati University, Guwahati, India"
Coffee Leaf Disease Classification by Using a Hybrid Deep Convolution Neural Network,"04 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02960-9,"Manish K. Singh, Avadhesh Kumar","Galgotias University, Greater Noida, India"
"Towards Developing an Open-Infrastructure for Assessing the Progress, Success, and Impacts of CyberInfrastructure Projects","04 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02961-8,"Ritu Arora, Sukrit Sondhi","Wayne State University, Michigan, USA, Macmillan Learning, Austin, TX, USA"
Identification of Chemicalsin Fish Using Machine Learning and IoT,"04 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02969-0,"Priscilla Joy, Mary Metilda, Immanuel Johnraja","Karunya Institute of Technology and Sciences, Coimbatore, Tamilnadu, India, Sri Ramakrishna Engineering College, Coimbatore, Tamilnadu, India"
Fostering a Thriving Virtual Organizational Culture: The Development of Metrics for Ten Soft Skills in the Case of XSEDE,"04 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02980-5,"Kerk Kee, Harmony Jankowski, Richard Knepper, Winona Snapp-Childs, Rhett Brady","College of Media and Communication, Texas Tech University, 2500 Broadway, Lubbock, TX, 79409, USA, Pervasive Technology Institute, Indiana University, 2709 E Tenth Street, Bloomington, IN, 47408, USA, Center for Advanced Computing, Cornell University, Rhodes Hall, Ithaca, NY, 14853, USA"
Application of Deep Learning for Code Smell Detection: Challenges and Opportunities,"03 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02956-5,"Mouna Hadj-Kacem, Nadia Bouassida","Mir@cl Laboratory, Sfax University, Sfax, Tunisia"
"Issues, Innovations, and Challenges: Simulation Technologies in Related Learning Experiences","01 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02904-3,"Ria Valerie D. Cabanes, Allysa Mae Gargarino, Jammille Delos Reyes, Rachel Anne Joyce Sales, Alaine Richelle Ramos, Bernard Paolo Secreto, Queenie Roxas-Ridulme, Rita Ramos, Ronaldo de Jesus","Faculty of Management and Development Studies, University of the Philippines Open University, Los Baños, Laguna, Philippines"
Secure Telemedicine Providing Computer-Aided Diagnosis: A Systematic Review and Analysis,"01 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02923-0,"Garima Mishra, Vidhi Khanduja","Gujarat Technological University, Ahmedabad, India, Department of Computer Science, Hansraj College, University of Delhi, New Delhi, India"
Generating Novel 6-Point Girihs (6-Point Islamic Geometric Patterns) Based on Existing Ones,"01 June 2024
",https://link.springer.com/article/10.1007/s42979-024-02964-5,"Ali Azizi Naserabad, Abdulhamid Ghanbaran","Department of Architecture and Urban Planning, Shahid Rajaee Teacher Training University, Tehran, Iran"
